,bag_openbareruimte_id,totaal_bijplaatsingen,aantal_niet_aplus,aantal_grofvuil,stadsdeel,postcode,adres,geometrie_origineel,dumpplek,aantal_handhavingen,lon,lat
1901,363300000004649.0,669,458,256,Oost,1092VW,Retiefstraat 41,POINT (123397.45505448795 485428.649777227),False,34,4.9233199316455645,52.35584714127466
1317,363300000003805.0,668,506,205,Oost,1095BC,Molukkenstraat 141,POINT (124543.90657954325 485989.76250963635),False,39,4.9400970454633715,52.36095481368153
1874,363300000004613.0,668,475,92,Oost,1098PN,Johannes van der Waalsstraat 42,POINT (124660.81746830113 484977.88249537256),False,6,4.941904551505568,52.35186714125218
2426,363300000005373.0,667,562,262,Noord,1034MT,Fokkezeil 1 parkeerterrein,POINT (123583.50292039142 491462.9203804668),False,35,4.925486464076354,52.410089651742204
1496,363300000004057.0,664,434,190,Zuidoost,1104KJ,Kralenbeek 78,POINT (126917.64240805825 480802.8016632746),False,60,4.975376073943771,52.31446380318885
1904,363300000004652.0,663,544,268,Centrumlocaties,Nederland,Jij.cremerplein,POINT (119084.83298202741 485831.57369197026),False,112,4.859975632045253,52.359203341425825
1062,363300000003413.0,662,487,299,West,1056AH,James Rosskade 23,POINT (117974.57417619105 487560.2469113311),False,29,4.843487532257007,52.37466564135873
2238,363300000005119.0,660,532,210,West,1055CK,Tijl Uilenspiegelstraat 5,POINT (118515.93884051582 487985.59044140636),False,66,4.851390932239182,52.37852454130866
696,363300000002854.0,660,501,215,Zuid,1078GV,Europaplein 47,POINT (121258.22664685367 484001.42014509626),False,51,4.892063031734923,52.34289294145637
1691,363300000004334.0,659,598,432,Oost,1094RV,Minahassastraat 39,POINT (124196.19942519888 485915.03721880785),False,99,4.934999565513515,52.36026384371936
669,363300000002817.0,658,533,335,Noord,1021EB,Eksterstraat 29,POINT (122926.76577072807 488820.9382410281),False,36,4.916087366127136,52.386307443470756
1126,363300000003523.0,658,548,221,Zuid,1073SW,Henrick de Keijserplein 45,POINT (121664.32072453879 484903.88036434614),False,32,4.897932631760357,52.351028441380485
2468,363300000005433.0,657,519,352,Zuidoost,1107EW,Reigersbosachterom,POINT (127013.27024231163 478691.6959724279),False,41,4.976953581759497,52.29549512314116
2100,363300000004918.0,656,540,357,Nieuw-West,1061TG,Willy Sluiterstraat 19,POINT (117778.1920672888 486543.04609461804),False,44,4.840716432205423,52.36551054143309
253,363300000001559.0,656,355,89,Centrum,1018MS,Louise Wentstraat 11,POINT (123283.66825217217 486383.42594556324),False,31,4.9215597057682645,52.36442148661014
2660,363300000005769.0,655,408,153,Zuidoost,1104PD,Kolfschotenstraat 200,POINT (126507.91902405082 481011.61421860254),False,36,4.969349981078643,52.316319431437805
2427,363300000005374.0,655,503,310,Noord,1034MK,Spinaker 201,POINT (123429.10544580167 491501.10817509843),False,37,4.923213812054126,52.41042399087506
71,363300000001104.0,655,522,350,Zuidoost,1103MX,Efua Sutherlandstraat 53,POINT (126381.37248019749 481701.54001905146),False,81,4.967435564565968,52.322513544054566
2470,363300000005435.0,653,489,318,Zuidoost,1107ES,Reigersbos 172,POINT (126922.27234814304 478627.97454175015),False,40,4.975625000883469,52.29491779157852
2636,363300000005726.0,653,359,165,Zuidoost,1107WN,Spakenburgstraat 1,POINT (127145.54853327226 478352.7679122515),False,3,4.9789205408456265,52.29245571158762
316,363300000001823.0,651,399,152,Zuidoost,1102LB,Bullewijkpad 17,POINT (125505.82927162095 479944.05728588003),False,16,4.954747484482901,52.30667198434183
1323,363300000003812.0,650,520,127,Zuid,1071AR,Van Baerlestraat 53,POINT (120506.94924732746 485394.01941026276),False,50,4.880896131893274,52.355362041395985
644,363300000002773.0,650,524,329,Zuid,postcode niet in CMS,Baarsstraat 82,POINT (118706.41807435319 484776.144591981),False,51,4.854534656307069,52.349693034310256
1973,363300000004747.0,650,527,212,West,1056NL,Orteliuskade 101,POINT (118248.0229366807 487182.81528660236),False,34,4.847544216710156,52.37129194405663
2510,363300000005499.0,650,475,261,Centrum,1018JR,Kattenburgerkruisstraat 6,POINT (123149.94395430051 487270.32308577764),False,8,4.919512465878073,52.37238458364081
2718,363300000005879.0,649,534,322,Oost,postcode niet in CMS,Albert Luthulistraat 41,POINT (123085.8370677181 485064.2649335514),False,21,4.918780495590791,52.35255427391477
2073,363300000004877.0,648,505,288,Zuid,1082VX,Wijenburg 92,POINT (119887.88302729194 482766.7973386295),False,54,4.87208353177072,52.33171114159345
2734,363300000005917.0,648,436,259,Zuidoost,1102AV,Fleerde 101,POINT (125552.1572084527 481158.50962745),False,35,4.955320681171848,52.31758931146729
2258,363300000005150.0,648,504,267,Oost,1092HK,Transvaalstraat 4,POINT (123696.49959497208 485411.6283222813),False,42,4.927710965124571,52.35571128284672
2778,363300001983163.0,648,481,299,Zuidoost,1104CA,Kruitberg 2008A,POINT (127103.10949740327 481141.1993471688),False,45,4.978067881035314,52.31751458140484
1277,363300000003751.0,646,428,182,Centrum,Nederland,Groenburgwal 57II,POINT (121675.4032683043 486832.12235392234),True,120,4.897904231889165,52.36835884125363
1681,363300000004318.0,645,480,191,Zuid,1078NA,Merwedeplein 3,POINT (121910.6160981957 484319.9051009281),False,43,4.901604831699843,52.34579494140866
2776,363300001983160.0,645,411,155,Zuidoost,1104SH,Kikkensteinhof 9,POINT (126895.9921406184 480933.62999439694),False,28,4.975047674373196,52.31563851410649
1782,363300000004482.0,645,538,308,Zuid,postcode niet in CMS,Schierstins 64,POINT (120085.15761617065 483002.34409591724),False,110,4.874953165831573,52.33384064441243
1251,363300000003716.0,643,436,276,West,1052VL,Gillis van Ledenberchstraat 134,POINT (119857.28294932396 487609.1636134818),False,49,4.871128810739516,52.3752289911507
1053,363300000003404.0,642,456,194,West,1054ZL,Jacob van Lennepkade 163,POINT (119401.80502886571 486258.35701867536),False,36,4.864583366387236,52.36305959407336
464,363300000002523.0,642,500,261,Nieuw-West,1063PT,Jacques Oppenheimstraat 28,POINT (116342.48134686143 488250.2105879522),False,21,4.819442042443432,52.38075400138107
2537,363300000005554.0,642,567,147,Oost,1095AK,Zeeburgerdijk 420,POINT (124717.0427564932 486562.93710167997),False,44,4.9425870616075445,52.36611571114561
1632,363300000004250.0,640,474,157,Noord,1033LG,Mandarijnenstraat 46,POINT (121683.77551193579 491412.15826151625),False,9,4.897572782198727,52.409521350953575
940,363300000003232.0,640,482,160,West,1052AG,De Wittenkade 111,POINT (120255.81835988519 488449.58877079526),False,12,4.8768942265368675,52.38280747373728
2670,363300000005782.0,640,436,241,West,1051MJ,Marcantilaan 489,POINT (119571.54444101788 487557.00250935287),False,49,4.866938366533559,52.37474184390203
1344,363300000003842.0,639,427,164,Zuid,postcode niet in CMS,Nedersticht 316,POINT (120627.70979261881 482658.64003506536),False,20,4.882947965691924,52.33078584440978
235,363300000001525.0,637,492,61,Noord,1035KP,Couhornerhoek 5,POINT (121602.30504293891 492889.9237038449),False,6,4.8962283223064755,52.422797390860424
2109,363300000004935.0,635,187,28,Centrum,Nederland,Wolvenstraat 32,POINT (120803.17832568541 487062.3160158251),True,45,4.885074531979994,52.37037404127454
460,363300000002516.0,631,136,17,Centrum,Nederland,Berenstraat 4I,POINT (120733.75068815486 487064.2329018384),True,30,4.884054931986114,52.3703869412773
1891,363300000004635.0,631,580,339,Nieuw-West,1063XZ,Reina Prinsen Geerligsstraat 6,POINT (117262.90052558023 488041.6355133074),False,35,4.832983036995022,52.378943534034036
876,363300000003131.0,630,522,256,Nieuw-West,1064JJ,Coornhertstraat 1,POINT (115819.49999768985 487916.3033987916),False,23,4.811800332465696,52.37771604142433
1192,363300000003614.0,630,174,33,Centrum,Nederland,Huidenstraat 2,POINT (120877.99889168079 486890.789993959),True,36,4.886190531961974,52.36883714128268
1361,363300000003862.0,629,456,126,Centrum,1017ZH,Nicolaas Witsenstraat 12,POINT (121553.2052841536 485757.9610469999),False,123,4.896216921827376,52.358697591329054
1352,363300000003853.0,629,540,374,Nieuw-West,1064PX,Nico van Suchtelenhof 1,POINT (117141.45773971223 487590.4160369454),False,48,4.83125040041641,52.37487996862056
392,363300000002383.0,628,531,283,Oost,1087HW,Krijn Taconiskade 410,POINT (129049.51739686161 485103.8437009365),False,56,5.006307971131407,52.3532239910626
2187,363300000005034.0,627,542,359,Oost,1097MD,Starrenboschstraat 22,POINT (123210.23705836141 484093.8176392036),False,26,4.920698001572076,52.34383972137008
283,363300000001645.0,626,548,239,Nieuw-West,1043CP,Barajasweg 10M,POINT (117331.82967661353 489074.08963192505),False,32,4.833879532414272,52.38822714128662
2330,363300000005245.0,624,473,187,Zuid,1076JL,Van Tuyll van Serooskerkenweg 14,POINT (119301.88032616023 484226.3801654491),False,52,4.863332031918891,52.34479114152187
2541,363300000005558.0,624,401,61,Centrum,Nederland,Zeedijk 3,POINT (121832.24506443065 487704.687659472),True,84,4.90012093193451,52.376210341189974
1050,363300000003401.0,621,422,127,Zuid,1071KN,Jacob Obrechtstraat 62,POINT (120201.6574659645 485291.3862156406),False,32,4.876425676119229,52.3544203941248
810,363300000003025.0,620,503,235,Oost,1097TT,Brink 29,POINT (124762.27837530644 483686.19567451207),False,9,4.943509730666673,52.3402638385128
2459,363300000005422.0,619,485,172,Oost,1091RE,Oetgensstraat 10,POINT (122441.52068180725 485351.42078055243),False,7,4.909295991723188,52.355097241319136
713,363300000002883.0,619,360,108,Noord,1032ZC,Floraweg 169,POINT (122661.11560366265 490338.304438326),False,2,4.912039266379576,52.39992884330858
284,363300000001646.0,618,466,162,Nieuw-West,postcode niet in CMS,Naritaweg & Heathrowstraat,POINT (117276.95020294157 488833.3739827217),False,30,4.833100457099784,52.386060013937374
1341,363300000003839.0,618,429,160,West,1053LP,Nassaukade 308,POINT (120121.24213056265 486955.8640947006),False,31,4.875072732031623,52.369374441309645
1271,363300000003744.0,618,482,187,Zuid,1078KM,Grevelingenstraat 21,POINT (120960.59348788191 484341.3923126317),False,8,4.887661213566885,52.34593003289258
1331,363300000003824.0,615,565,337,Oost,1097LP,Goudriaanstraat 9,POINT (122891.75010407444 484487.19950893626),False,28,4.915986915546549,52.34735667400107
2852,363300011951267.0,615,351,136,Oost,1096DT,Lindenhoeveweg 131,POINT (123242.89422822915 483742.1968838943),False,8,4.921210391545649,52.340681461391796
1568,363300000004162.0,610,517,258,Nieuw-West,1063TR,Leo Frijdahof 15,POINT (117274.90884849217 488202.20767292456),False,13,4.8331413578317886,52.380387454733665
2448,363300000005403.0,610,338,170,Zuidoost,1106XE,Ophemerthof 162,POINT (126156.46219142426 478647.8911721751),False,20,4.9643979141963595,52.29505719444772
597,363300000002702.0,609,482,175,Zuid,postcode niet in CMS,Amsteldijk 142,POINT (122599.46602561027 484390.4964160942),False,57,4.911706835584075,52.34647041403686
2504,363300000005487.0,609,400,168,Zuidoost,1107KB,Westbroekstraat 27,POINT (127465.32429238356 478737.12125132873),False,36,4.983576263571631,52.295926183417464
2361,363300000005285.0,608,439,225,Zuid,postcode niet in CMS,Victorieplein 3,POINT (122095.43874323873 484322.8365293825),False,83,4.904316795662088,52.345832384086656
2315,363300000005228.0,605,365,91,Zuid,1081BH,Soetendaal 2,POINT (119291.62163545968 482316.0637408769),False,50,4.863384065876342,52.32762184456079
1704,363300000004365.0,605,504,266,Nieuw-West,postcode niet in CMS,Johan Greivestraat 38,POINT (117454.9385403271 486570.7214154344),False,33,4.835967566763478,52.36573726419591
551,363300000002629.0,604,496,262,Zuid,1059TB,Abbenesstraat 3,POINT (118214.82773416536 484591.52898989775),False,49,4.847340224073898,52.34800115308521
430,363300000002468.0,604,523,329,Zuid,1071VD,Balthasar Floriszstraat 30,POINT (120839.042509949 485161.003362322),False,31,4.8857942618489485,52.35328860139756
1100,363300000003476.0,602,491,263,West,1051TH,Joan Melchior Kemperstraat 29A,POINT (120115.05377613494 488683.3192648486),False,46,4.874802532148759,52.38489914119702
269,363300000001608.0,601,513,290,Noord,1033ZG,Circusplein 42,POINT (120840.79696176085 492302.4203013664),False,27,4.885093732442725,52.41747047403013
2223,363300000005092.0,601,470,249,Nieuw-West,1069TX,De Biezenhof 29,POINT (113585.19382370522 485556.9480594521),False,11,4.779279732498289,52.35634814166945
1010,363300000003346.0,597,165,19,Centrum,Nederland,Hartenstraat 5,POINT (120900.2214181882 487277.0266341162),True,45,4.886477631986104,52.37230974125652
1719,363300000004383.0,597,476,229,West,1056VD,Pieter van der Doesstraat 59,POINT (118895.35933805653 487463.70830196014),False,46,4.85701903217138,52.37385934132706
887,363300000003146.0,596,489,145,Nieuw-West,1067HC,Cornelis Outshoornstraat 10A,POINT (114839.72545271151 488373.93206273),False,15,4.797357402580259,52.381758031434956
2463,363300000005426.0,595,367,285,Zuidoost,1106BT,Peursumstraat 61,POINT (127065.56648508305 479020.7185318605),False,41,4.977692923679457,52.298454873412645
1166,363300000003581.0,594,469,75,Zuid,1071LS,Hondecoeterstraat 16,POINT (120363.02945834186 485186.02101841616),False,34,4.878805091891723,52.353483641415494
2777,363300001983162.0,593,414,261,Zuidoost,1104BC,Kruitberghof 34,POINT (127020.57867886224 481003.22449953156),False,24,4.976868964360806,52.31627034408772
1254,363300000003719.0,592,503,248,Nieuw-West,1067LS,Goeman Borgesiusstraat 34,POINT (114949.58813761738 487865.09382604324),False,28,4.799031567366374,52.37719304424608
789,363300000002988.0,590,456,150,Oost,1094CJ,Borneostraat 10A,POINT (124013.29168291026 486538.6208197176),False,21,4.932257071666976,52.365857921176286
1751,363300000004431.0,588,118,19,Centrum,Nederland,Runstraat 9,POINT (120713.84460937398 486881.0788868926),True,19,4.8837813319754835,52.3687396412901
317,363300000001829.0,586,445,309,Zuidoost,1104CA,Kruitberg 2010A,POINT (127092.12231315297 481146.8246575085),False,41,4.97790628103665,52.317564581404916
1429,363300000003958.0,584,448,216,West,1055VJ,Karel Doormanstraat 142,POINT (118914.33422262114 488065.53387268574),False,44,4.857233032210337,52.37926934128698
832,363300000003057.0,584,494,220,Nieuw-West,1067ND,Burgemeester Röellstraat 219,POINT (115341.2553670379 487838.35897590074),False,16,4.8047863872959535,52.3769812042171
873,363300000003124.0,583,464,256,Oost,1093VD,Commelinstraat 218,POINT (123595.40657289122 486295.62278403324),False,35,4.926144561686815,52.36365028120954
1026,363300000003366.0,582,490,262,Nieuw-West,1066AH,Johanna Reynvaanstraat 23,POINT (116963.59903365394 484728.9024445579),False,29,4.828962322153677,52.349150581584944
834,363300000003060.0,581,427,203,Nieuw-West,1064AX,Burgemeester Van de Pollstraat 108,POINT (117288.88657123582 487737.0542145638),False,19,4.833398844655521,52.37620798275093
2621,363300000005693.0,581,475,227,Nieuw-West,1069RC,Carry Pothuis-Smitstraat 23,POINT (114805.29715304388 485297.5255826294),False,11,4.797219602376681,52.35410728163633
2499,363300000005480.0,579,330,79,Zuidoost,1106DA,Vreelandplein 29,POINT (127516.60986400857 479103.0605331131),False,29,4.984298230863094,52.29921763152275
1759,363300000004440.0,578,486,150,Zuid,1072AV,Ruysdaelkade 187,POINT (120899.40122526322 485022.9012432429),False,138,4.886694163668927,52.35205118280824
1951,363300000004718.0,577,288,178,Oost,1097ZN,Onderlangs 65,POINT (124761.44926934167 483451.58410636825),False,16,4.943518635083016,52.33815524397356
1212,363300000003652.0,576,428,206,Nieuw-West,1069KJ,1069KB-17,POINT (114769.87476176421 485095.37103291176),False,13,4.796723866619452,52.35228788362378
2103,363300000004925.0,576,412,174,West,1057XH,Witte de Withstraat 39A,POINT (119033.21162295624 486656.5491445709),False,58,4.8591296321051685,52.36661424137408
2267,363300000005162.0,576,487,323,Zuid,1076VB,Turnerstraat 13,POINT (119061.31290875099 484476.80670562276),False,48,4.859775091956394,52.34702612151539
1362,363300000003863.0,575,484,283,Nieuw-West,1069JA,Nierkerkestraat 47,POINT (114569.9548097763 485253.94339787646),False,25,4.79377062239389,52.35369833164882
1302,363300000003784.0,574,399,218,West,1014BL,Haarlemmerweg 328,POINT (118778.44414836951 488750.92080171336),False,43,4.8551634664252505,52.385420122816605
907,363300000003178.0,570,434,305,Centrum,1018NX,Czaar Peterstraat 33,POINT (123640.99393711404 486846.62410893355),False,76,4.9267624317200465,52.368604921171475
858,363300000003098.0,570,412,208,West,1057JE,Chasséstraat 22,POINT (119215.0139915261 486811.2485467606),False,50,4.861782332099933,52.368016441356474
429,363300000002467.0,570,408,244,Oost,1094JV,Balistraat 122,POINT (124415.52838642032 486234.3518992119),False,24,4.938190215518725,52.36314589366236
2676,363300000005789.0,569,338,183,Zuidoost,1107CW,Wethouder Ed. Polakstraat 49,POINT (127839.81032292347 478434.59875990445),False,8,4.989090030790277,52.29322586155387
1476,363300000004028.0,567,265,118,Noord,1033BK,Kometensingel 383,POINT (120570.81162428239 491831.3883247823),False,6,4.8811736869430336,52.4132203333018
2047,363300000004841.0,564,452,309,West,1053AV,Wenslauerstraat 1A,POINT (119489.02183930915 486756.60621516936),False,48,4.865811132072665,52.36754314134874
2859,363300011951311.0,564,537,426,Nieuw-West,1062XA,Handbalstraat 622,POINT (117503.20505851683 483994.1497680281),False,88,4.8369633664086304,52.34258424450375
